NumTargets,Top-K,Random,Single
5,0.0440756338795549,0.025644298316781944,0.06664716219934433
10,0.03781776265093704,0.04497867418560506,0.12758974102656745
20,0.04574564028716844,0.03381175449047809,0.11453059698963437
50,0.03928885109482228,0.03802117516667435,0.08972957465762826
172,0.039722498144448726,0.03644254430836096,0.08249388873778465
